data,produto,categoria,loja,cidade,preco,quantidade,desconto,cliente
2023-12-19,Arroz,Alimentos,Loja D,Curitiba,48.45,19,0.17,Alice Ribeiro
2023-01-27,Macarrão,Alimentos,Loja D,Rio de Janeiro,27.64,20,0.23,Giovanna Ribeiro
2023-07-14,Detergente,Limpeza,Loja B,São Paulo,29.91,4,0.06,Srta. Manuela Ramos
2023-08-14,Refrigerante,Bebidas,Loja D,Rio de Janeiro,22.41,7,0.12,Thiago Campos
2023-11-10,Leite,Laticínios,Loja A,Rio de Janeiro,27.38,18,0.1,Sra. Yasmin da Mata
2023-12-06,Leite,Laticínios,Loja D,Curitiba,47.96,15,0.27,Dra. Kamilly Araújo
2023-06-25,Queijo,Laticínios,Loja C,Curitiba,31.67,7,0.29,Sophia Dias
2023-05-23,Queijo,Laticínios,Loja C,Rio de Janeiro,47.25,10,0.23,Sr. Renan Barros
2023-12-27,Sabonete,Higiene,Loja D,Curitiba,25.55,18,0.28,Lucas Dias
2023-05-21,Café,Bebidas,Loja A,Belo Horizonte,45.1,13,0.25,Sr. Murilo Souza
2023-03-16,Café,Bebidas,Loja A,Curitiba,47.9,3,0.1,Enzo Gabriel Martins
2023-08-15,Café,Bebidas,Loja D,Rio de Janeiro,12.5,18,0.08,Maria Sophia Cunha
2023-10-15,Café,Bebidas,Loja B,São Paulo,31.94,19,0.07,João Gabriel Castro
2023-01-26,Queijo,Laticínios,Loja B,Rio de Janeiro,5.47,14,0.1,Davi Lucca Pereira
2023-08-30,Feijão,Alimentos,Loja B,São Paulo,48.33,6,0.12,Diogo Azevedo
2023-09-01,Leite,Laticínios,Loja B,Curitiba,18.09,2,0.27,Luiz Henrique da Costa
2023-02-15,Macarrão,Alimentos,Loja B,São Paulo,45.92,6,0.13,Nathan Costa
2023-04-01,Arroz,Alimentos,Loja D,Belo Horizonte,11.76,10,0.26,Juan Barbosa
2023-01-05,Café,Bebidas,Loja A,Curitiba,16.37,18,0.16,Isabella Fernandes
2023-03-10,Queijo,Laticínios,Loja D,Curitiba,12.06,4,0.1,Lívia Lima
2023-08-23,Café,Bebidas,Loja B,São Paulo,37.62,10,0.17,Daniel Ribeiro
2023-04-09,Detergente,Limpeza,Loja D,Belo Horizonte,27.22,3,0.12,Dr. João Miguel Moreira
2023-02-18,Detergente,Limpeza,Loja B,Belo Horizonte,18.21,8,0.0,Sr. Kaique Mendes
2023-07-16,Sabonete,Higiene,Loja D,Curitiba,47.84,10,0.17,Maria Alice Farias
2023-10-21,Arroz,Alimentos,Loja C,Curitiba,35.56,2,0.2,Alícia Pires
2023-08-27,Café,Bebidas,Loja B,Belo Horizonte,35.25,10,0.21,Daniel Correia
2023-11-24,Café,Bebidas,Loja C,Rio de Janeiro,13.3,5,0.14,Marcos Vinicius Caldeira
2023-08-21,Macarrão,Alimentos,Loja C,Belo Horizonte,35.99,16,0.23,Luiz Henrique Porto
2023-12-07,Sabonete,Higiene,Loja B,São Paulo,27.7,17,0.21,Renan Castro
2023-02-09,Macarrão,Alimentos,Loja A,São Paulo,41.95,17,0.06,Davi Lucca Rodrigues
2023-10-02,Detergente,Limpeza,Loja B,Curitiba,43.16,15,0.03,Sr. Miguel da Mota
2023-04-16,Macarrão,Alimentos,Loja D,São Paulo,45.25,15,0.24,Esther Cardoso
2023-08-21,Detergente,Limpeza,Loja D,Belo Horizonte,29.5,18,0.14,Murilo Cardoso
2023-06-07,Arroz,Alimentos,Loja D,Curitiba,41.37,7,0.17,Yasmin Castro
2023-01-24,Papel Higiênico,Higiene,Loja C,São Paulo,28.43,2,0.28,Luna Teixeira
2023-02-05,Leite,Laticínios,Loja A,Curitiba,22.22,5,0.23,Luana da Cunha
2023-11-27,Papel Higiênico,Higiene,Loja C,Belo Horizonte,24.08,13,0.11,Nathan Farias
2023-12-16,Queijo,Laticínios,Loja B,Curitiba,8.58,18,0.12,Maria Vitória Campos
2023-03-07,Sabonete,Higiene,Loja A,São Paulo,48.99,15,0.2,Sra. Natália Barros
2023-10-06,Papel Higiênico,Higiene,Loja D,Rio de Janeiro,14.63,12,0.05,Otávio da Costa
2023-04-07,Feijão,Alimentos,Loja A,Belo Horizonte,31.9,1,0.07,Maria Julia Fogaça
2023-02-04,Feijão,Alimentos,Loja A,Belo Horizonte,31.1,2,0.07,Sra. Alícia Cardoso
2023-01-23,Papel Higiênico,Higiene,Loja D,Rio de Janeiro,28.37,2,0.04,Isabella Farias
2023-05-29,Sabonete,Higiene,Loja C,Curitiba,14.13,5,0.3,Ana Beatriz Nogueira
2023-09-24,Sabonete,Higiene,Loja D,Curitiba,15.93,18,0.28,Maria Sophia Teixeira
2023-03-31,Papel Higiênico,Higiene,Loja D,São Paulo,48.7,13,0.24,Pedro Henrique Oliveira
2023-06-13,Papel Higiênico,Higiene,Loja D,Rio de Janeiro,17.09,6,0.23,Dra. Ana Carolina Viana
2023-08-31,Sabonete,Higiene,Loja B,Curitiba,43.3,5,0.24,Fernanda Dias
2023-01-30,Queijo,Laticínios,Loja D,Belo Horizonte,29.19,5,0.12,Daniel Campos
2023-05-11,Sabonete,Higiene,Loja C,São Paulo,46.34,12,0.03,Dra. Eloah Moreira
2023-04-08,Arroz,Alimentos,Loja C,Belo Horizonte,34.66,20,0.01,Pedro Lucas Gonçalves
2023-02-07,Sabonete,Higiene,Loja B,Belo Horizonte,12.82,11,0.09,André Teixeira
2023-01-08,Sabonete,Higiene,Loja B,São Paulo,38.1,16,0.27,Srta. Giovanna Pinto
2023-12-23,Macarrão,Alimentos,Loja B,Belo Horizonte,46.01,18,0.1,Daniela Vieira
2023-05-25,Papel Higiênico,Higiene,Loja D,Curitiba,17.5,12,0.15,Clarice Pinto
2023-09-12,Leite,Laticínios,Loja A,Belo Horizonte,38.8,11,0.27,Natália Costela
2023-07-09,Refrigerante,Bebidas,Loja D,São Paulo,29.44,8,0.22,Carlos Eduardo Moreira
2023-01-09,Café,Bebidas,Loja D,Curitiba,10.16,11,0.07,Francisco Dias
2023-10-19,Sabonete,Higiene,Loja D,Curitiba,15.09,16,0.29,Ana Beatriz Ribeiro
2023-11-25,Leite,Laticínios,Loja D,Rio de Janeiro,37.44,12,0.05,Lívia Porto
2023-10-07,Leite,Laticínios,Loja B,São Paulo,27.63,3,0.28,Sr. Luiz Miguel Sales
2023-12-09,Arroz,Alimentos,Loja A,Belo Horizonte,9.46,8,0.02,Maria Julia Araújo
2023-03-19,Arroz,Alimentos,Loja B,Belo Horizonte,20.54,20,0.19,Ana Laura Ramos
2023-11-12,Leite,Laticínios,Loja D,São Paulo,3.31,18,0.12,Clara Freitas
2023-01-09,Queijo,Laticínios,Loja C,Curitiba,3.81,14,0.24,Evelyn Lopes
2023-04-02,Feijão,Alimentos,Loja A,Rio de Janeiro,14.33,20,0.16,Lucas Gabriel da Mata
2023-07-01,Café,Bebidas,Loja D,São Paulo,20.53,13,0.14,Dr. João Felipe Araújo
2023-05-05,Sabonete,Higiene,Loja C,São Paulo,33.73,2,0.03,Manuela Rocha
2023-07-14,Papel Higiênico,Higiene,Loja D,São Paulo,32.93,6,0.02,Luiz Gustavo Nunes
2023-08-11,Refrigerante,Bebidas,Loja A,São Paulo,13.8,19,0.14,Leandro Martins
2023-01-24,Feijão,Alimentos,Loja C,São Paulo,11.43,11,0.0,Vitor Hugo Melo
2023-04-17,Macarrão,Alimentos,Loja B,Belo Horizonte,46.66,10,0.05,Maria Moreira
2023-05-04,Macarrão,Alimentos,Loja D,Curitiba,21.04,5,0.24,Murilo Silveira
2023-12-19,Feijão,Alimentos,Loja C,São Paulo,7.59,8,0.25,Lorenzo Porto
2023-06-24,Macarrão,Alimentos,Loja D,Curitiba,4.39,9,0.24,Fernando Dias
2023-08-19,Leite,Laticínios,Loja B,Curitiba,28.99,13,0.13,Lorenzo Rocha
2023-12-15,Macarrão,Alimentos,Loja D,São Paulo,39.29,10,0.24,Kaique da Mota
2023-02-07,Feijão,Alimentos,Loja C,Rio de Janeiro,20.86,5,0.22,Thomas da Mata
2023-06-12,Refrigerante,Bebidas,Loja A,São Paulo,3.24,10,0.13,Sra. Ana Luiza Gomes
2023-05-19,Feijão,Alimentos,Loja B,São Paulo,11.81,15,0.17,Bruno Silveira
2023-09-20,Papel Higiênico,Higiene,Loja A,São Paulo,7.21,18,0.03,Eduardo da Costa
2023-11-03,Refrigerante,Bebidas,Loja D,São Paulo,16.72,13,0.23,Beatriz Jesus
2023-10-14,Sabonete,Higiene,Loja B,Belo Horizonte,10.97,9,0.09,Rebeca Rezende
2023-09-10,Detergente,Limpeza,Loja A,Rio de Janeiro,23.43,14,0.09,Bianca Ramos
2023-02-09,Refrigerante,Bebidas,Loja C,Rio de Janeiro,36.88,16,0.18,João Felipe Caldeira
2023-04-11,Leite,Laticínios,Loja A,Rio de Janeiro,17.32,13,0.1,Bryan Nogueira
2023-11-14,Papel Higiênico,Higiene,Loja C,Belo Horizonte,18.73,20,0.04,Isaac Campos
2023-06-14,Macarrão,Alimentos,Loja B,Belo Horizonte,17.77,13,0.29,Agatha Santos
2023-05-30,Leite,Laticínios,Loja B,Curitiba,20.67,13,0.11,Matheus Correia
2023-10-16,Sabonete,Higiene,Loja B,São Paulo,47.79,15,0.28,Otávio Nunes
2023-04-18,Leite,Laticínios,Loja C,São Paulo,41.49,14,0.2,Melissa Novaes
2023-03-13,Café,Bebidas,Loja B,Curitiba,33.96,14,0.24,Bryan Santos
2023-02-07,Leite,Laticínios,Loja D,Belo Horizonte,28.12,14,0.16,André da Luz
2023-07-04,Queijo,Laticínios,Loja A,São Paulo,39.14,12,0.05,Dr. Vinicius Viana
2023-11-10,Arroz,Alimentos,Loja D,Curitiba,48.39,14,0.03,Olivia Monteiro
2023-02-20,Café,Bebidas,Loja B,Rio de Janeiro,23.95,13,0.14,Benjamin Silveira
2023-12-14,Macarrão,Alimentos,Loja B,Curitiba,49.89,16,0.03,Melissa Cavalcanti
2023-08-01,Feijão,Alimentos,Loja A,Rio de Janeiro,19.37,11,0.14,Antônio da Mota
2023-04-16,Queijo,Laticínios,Loja D,Curitiba,25.38,15,0.22,Sra. Letícia Viana
2023-08-20,Refrigerante,Bebidas,Loja A,Curitiba,5.1,4,0.01,Maria Sophia Sales
2023-06-25,Feijão,Alimentos,Loja B,Rio de Janeiro,27.25,18,0.05,Arthur Nascimento
2023-10-14,Papel Higiênico,Higiene,Loja D,Rio de Janeiro,40.49,6,0.06,Dr. Fernando Barros
2023-12-03,Papel Higiênico,Higiene,Loja D,São Paulo,37.66,7,0.13,Srta. Gabrielly Lopes
2023-08-08,Papel Higiênico,Higiene,Loja A,Rio de Janeiro,12.67,3,0.17,Davi Lucca Fernandes
2023-10-02,Detergente,Limpeza,Loja C,Curitiba,12.26,4,0.08,Samuel Alves
2023-09-08,Queijo,Laticínios,Loja C,Belo Horizonte,31.73,19,0.03,Isabella Rezende
2023-06-30,Leite,Laticínios,Loja B,Curitiba,46.18,19,0.03,Gabriel Gonçalves
2023-03-10,Refrigerante,Bebidas,Loja A,Rio de Janeiro,17.35,6,0.11,Alexandre Souza
2023-03-14,Queijo,Laticínios,Loja D,Belo Horizonte,31.03,19,0.12,Pedro Lucas Caldeira
2023-04-06,Leite,Laticínios,Loja B,Rio de Janeiro,26.01,5,0.06,Sarah Lopes
2023-08-19,Macarrão,Alimentos,Loja A,Curitiba,47.74,16,0.04,Enzo Pinto
2023-07-16,Queijo,Laticínios,Loja D,Belo Horizonte,35.18,14,0.21,Heloísa Cunha
2023-08-16,Leite,Laticínios,Loja B,São Paulo,29.57,8,0.09,Fernanda Mendes
2023-05-21,Sabonete,Higiene,Loja C,Rio de Janeiro,39.69,19,0.22,Maria Luiza Costela
2023-09-11,Queijo,Laticínios,Loja A,São Paulo,15.59,18,0.25,Vinicius Ferreira
2023-07-07,Queijo,Laticínios,Loja A,Belo Horizonte,28.68,14,0.03,Lara Pinto
2023-12-01,Sabonete,Higiene,Loja C,São Paulo,24.14,12,0.26,Raquel Porto
2023-02-14,Leite,Laticínios,Loja A,Rio de Janeiro,12.86,19,0.21,Bárbara Freitas
2023-12-30,Macarrão,Alimentos,Loja D,Rio de Janeiro,31.96,7,0.24,Júlia Pires
2023-01-31,Macarrão,Alimentos,Loja C,Curitiba,31.05,6,0.1,Dr. Enzo Gabriel Costa
2023-12-27,Café,Bebidas,Loja C,Curitiba,47.76,17,0.3,Ana Beatriz Pinto
2023-12-14,Feijão,Alimentos,Loja B,Belo Horizonte,46.18,9,0.26,Mirella Oliveira
2023-03-06,Detergente,Limpeza,Loja B,Rio de Janeiro,36.44,8,0.23,Olivia da Mota
2023-12-13,Papel Higiênico,Higiene,Loja D,Rio de Janeiro,30.14,9,0.19,Bryan Monteiro
2023-07-12,Leite,Laticínios,Loja A,São Paulo,21.93,9,0.21,João Guilherme Correia
2023-07-08,Leite,Laticínios,Loja D,Curitiba,30.35,3,0.22,Olivia da Costa
2023-08-23,Refrigerante,Bebidas,Loja A,Belo Horizonte,13.24,14,0.25,Noah Moura
2023-09-11,Café,Bebidas,Loja C,Curitiba,18.87,19,0.04,Srta. Emanuella Souza
2023-09-06,Refrigerante,Bebidas,Loja A,São Paulo,7.68,15,0.0,Dr. Pietro Peixoto
2023-03-22,Leite,Laticínios,Loja D,São Paulo,49.62,14,0.06,Isaac Gomes
2023-12-19,Detergente,Limpeza,Loja C,Rio de Janeiro,44.1,9,0.03,Bryan Moraes
2023-07-04,Café,Bebidas,Loja A,Curitiba,34.23,6,0.02,Arthur Barros
2023-11-17,Café,Bebidas,Loja B,Belo Horizonte,33.81,4,0.0,Giovanna Mendes
2023-09-02,Feijão,Alimentos,Loja B,Rio de Janeiro,27.41,15,0.0,Vitória da Paz
2023-12-23,Refrigerante,Bebidas,Loja A,Belo Horizonte,35.62,16,0.02,Evelyn Rodrigues
2023-07-16,Feijão,Alimentos,Loja A,São Paulo,17.73,10,0.04,Evelyn Porto
2023-03-10,Detergente,Limpeza,Loja A,São Paulo,31.69,6,0.13,Larissa da Mota
2023-04-20,Detergente,Limpeza,Loja D,Belo Horizonte,43.42,3,0.27,Alexandre Cavalcanti
2023-03-13,Feijão,Alimentos,Loja D,Curitiba,48.27,11,0.24,Calebe Rezende
2023-05-07,Café,Bebidas,Loja A,Rio de Janeiro,29.01,20,0.22,Letícia Nascimento
2023-05-26,Arroz,Alimentos,Loja C,Rio de Janeiro,27.33,17,0.06,Manuela Fogaça
2023-07-20,Café,Bebidas,Loja A,Rio de Janeiro,26.26,4,0.07,Vitor Gabriel Campos
2023-11-23,Macarrão,Alimentos,Loja A,São Paulo,49.38,11,0.04,Caroline Vieira
2023-10-19,Papel Higiênico,Higiene,Loja C,Rio de Janeiro,38.85,3,0.01,Bianca Lima
2023-02-04,Arroz,Alimentos,Loja C,Rio de Janeiro,4.87,2,0.28,Alice Correia
2023-07-23,Queijo,Laticínios,Loja C,Belo Horizonte,22.91,13,0.02,Heloísa Gonçalves
2023-10-02,Queijo,Laticínios,Loja B,Curitiba,6.93,3,0.15,Olivia Souza
2023-04-15,Detergente,Limpeza,Loja C,Belo Horizonte,30.56,3,0.09,Dr. Vitor Hugo Farias
2023-08-12,Sabonete,Higiene,Loja A,Rio de Janeiro,7.05,14,0.03,Helena Fernandes
2023-11-10,Macarrão,Alimentos,Loja A,Curitiba,34.31,6,0.04,Srta. Isabella da Mota
2023-12-29,Detergente,Limpeza,Loja A,Rio de Janeiro,26.33,12,0.16,Vitória da Mota
2023-05-13,Detergente,Limpeza,Loja C,Rio de Janeiro,38.24,9,0.22,Miguel Rocha
2023-03-02,Arroz,Alimentos,Loja C,Belo Horizonte,15.78,3,0.08,Caio Ferreira
2023-10-23,Feijão,Alimentos,Loja D,Belo Horizonte,27.01,2,0.15,Augusto Pires
2023-10-18,Detergente,Limpeza,Loja C,Rio de Janeiro,14.99,4,0.27,Thales Sales
2023-12-12,Feijão,Alimentos,Loja B,São Paulo,5.07,1,0.07,Lucca Nunes
2023-08-30,Refrigerante,Bebidas,Loja D,Rio de Janeiro,11.41,2,0.17,Camila Correia
2023-12-02,Papel Higiênico,Higiene,Loja B,Curitiba,14.67,11,0.08,Augusto Silveira
2023-02-09,Macarrão,Alimentos,Loja C,São Paulo,26.6,2,0.05,Renan Caldeira
2023-09-22,Arroz,Alimentos,Loja D,São Paulo,44.22,10,0.23,Marcos Vinicius da Costa
2023-06-09,Refrigerante,Bebidas,Loja A,Belo Horizonte,3.37,7,0.09,Bryan da Mota
2023-06-05,Macarrão,Alimentos,Loja B,Belo Horizonte,20.31,16,0.3,Pedro Lucas Dias
2023-04-11,Queijo,Laticínios,Loja B,Rio de Janeiro,3.3,14,0.01,Marcos Vinicius Mendes
2023-10-05,Refrigerante,Bebidas,Loja A,Curitiba,3.07,13,0.25,Stella Fogaça
2023-06-07,Feijão,Alimentos,Loja B,Rio de Janeiro,22.73,2,0.29,Giovanna Silveira
2023-03-14,Café,Bebidas,Loja A,São Paulo,46.3,17,0.12,Stella Silveira
2023-07-10,Leite,Laticínios,Loja A,São Paulo,26.76,13,0.02,Pedro Henrique Caldeira
2023-10-18,Arroz,Alimentos,Loja D,Rio de Janeiro,14.13,9,0.26,Alícia Cavalcanti
2023-07-21,Refrigerante,Bebidas,Loja C,Belo Horizonte,15.78,3,0.28,Pedro Henrique Dias
2023-03-11,Macarrão,Alimentos,Loja A,Rio de Janeiro,7.97,15,0.14,Melissa Dias
2023-07-28,Feijão,Alimentos,Loja C,Rio de Janeiro,24.24,15,0.08,Larissa da Rocha
2023-03-03,Feijão,Alimentos,Loja B,Curitiba,41.84,20,0.01,Dr. Benício Campos
2023-06-17,Detergente,Limpeza,Loja A,Rio de Janeiro,48.51,13,0.15,Milena da Luz
2023-12-13,Café,Bebidas,Loja C,Rio de Janeiro,4.46,13,0.26,Laura Almeida
2023-10-12,Queijo,Laticínios,Loja B,São Paulo,24.72,5,0.04,Emanuelly Castro
2023-02-01,Sabonete,Higiene,Loja B,Rio de Janeiro,41.71,12,0.21,Augusto Correia
2023-11-27,Feijão,Alimentos,Loja C,São Paulo,4.02,3,0.06,Stephany Rodrigues
2023-11-27,Leite,Laticínios,Loja B,São Paulo,45.54,11,0.04,Antônio Rezende
2023-08-25,Arroz,Alimentos,Loja B,Belo Horizonte,41.62,13,0.15,João Vitor Moraes
2023-07-15,Papel Higiênico,Higiene,Loja B,Curitiba,13.09,6,0.08,Benjamin da Mata
2023-08-17,Detergente,Limpeza,Loja A,Rio de Janeiro,33.42,16,0.12,Srta. Isadora Monteiro
2023-10-09,Leite,Laticínios,Loja A,São Paulo,16.15,5,0.13,Dr. Vitor Teixeira
2023-11-26,Queijo,Laticínios,Loja B,São Paulo,49.5,12,0.14,Davi Lucas Silva
2023-09-06,Refrigerante,Bebidas,Loja C,Belo Horizonte,15.71,1,0.1,Sra. Milena da Mota
2023-04-23,Arroz,Alimentos,Loja C,São Paulo,41.01,16,0.16,Sr. João Correia
2023-10-27,Sabonete,Higiene,Loja B,São Paulo,14.65,8,0.08,Enzo Gabriel Barros
2023-01-29,Sabonete,Higiene,Loja D,Curitiba,46.95,6,0.05,Vitor Gabriel Silva
2023-10-31,Refrigerante,Bebidas,Loja C,São Paulo,36.06,12,0.28,Bianca Costela
2023-10-16,Detergente,Limpeza,Loja B,Belo Horizonte,28.48,6,0.15,Alice Freitas
2023-02-16,Arroz,Alimentos,Loja B,Rio de Janeiro,3.94,16,0.0,Ana Lívia Ramos
2023-11-11,Sabonete,Higiene,Loja B,Curitiba,36.7,11,0.02,Eloah Azevedo
2023-03-17,Macarrão,Alimentos,Loja B,São Paulo,42.78,12,0.29,Leandro Ramos
2023-07-11,Papel Higiênico,Higiene,Loja A,Curitiba,17.18,5,0.29,Henrique Mendes
2023-08-12,Leite,Laticínios,Loja C,Rio de Janeiro,36.24,18,0.21,Benício Vieira
2023-11-11,Refrigerante,Bebidas,Loja B,Rio de Janeiro,20.78,10,0.04,Juan Pinto
2023-01-01,Macarrão,Alimentos,Loja D,São Paulo,11.56,11,0.28,Carolina Porto
2023-11-10,Sabonete,Higiene,Loja A,Belo Horizonte,9.61,3,0.07,Caio Silveira
2023-06-13,Detergente,Limpeza,Loja A,Curitiba,23.99,9,0.06,Renan Duarte
2023-12-21,Feijão,Alimentos,Loja C,Curitiba,39.99,1,0.01,Helena Novaes
2023-08-13,Papel Higiênico,Higiene,Loja B,Belo Horizonte,26.17,13,0.11,Guilherme Rodrigues
2023-07-12,Feijão,Alimentos,Loja D,Rio de Janeiro,10.64,3,0.24,Nathan das Neves
2023-01-18,Café,Bebidas,Loja A,Curitiba,15.27,4,0.02,João Pedro Rodrigues
2023-03-29,Papel Higiênico,Higiene,Loja B,São Paulo,28.71,3,0.1,Felipe Alves
2023-11-11,Leite,Laticínios,Loja A,Belo Horizonte,47.29,6,0.18,João Pedro Azevedo
2023-08-11,Detergente,Limpeza,Loja A,São Paulo,18.56,7,0.12,Anthony Lopes
2023-10-11,Queijo,Laticínios,Loja C,Curitiba,16.98,4,0.01,Pedro Lucas Ramos
2023-10-20,Queijo,Laticínios,Loja D,Rio de Janeiro,5.56,1,0.13,Milena Cardoso
2023-05-31,Macarrão,Alimentos,Loja D,Rio de Janeiro,7.56,7,0.05,Lívia Araújo
2023-05-30,Feijão,Alimentos,Loja D,São Paulo,17.49,13,0.14,Paulo Monteiro
2023-12-05,Café,Bebidas,Loja A,Belo Horizonte,11.69,13,0.11,Guilherme Martins
2023-08-17,Arroz,Alimentos,Loja C,Belo Horizonte,24.86,8,0.25,Heloísa Vieira
2023-10-16,Arroz,Alimentos,Loja B,São Paulo,7.03,12,0.24,Daniela Pereira
2023-07-31,Macarrão,Alimentos,Loja B,São Paulo,42.52,17,0.13,Ana Beatriz Aragão
2023-10-02,Leite,Laticínios,Loja B,Belo Horizonte,17.05,13,0.27,Felipe Campos
2023-01-18,Queijo,Laticínios,Loja B,São Paulo,47.61,15,0.05,Eloah Cunha
2023-03-27,Sabonete,Higiene,Loja B,Rio de Janeiro,5.01,3,0.3,Alice Moreira
2023-08-11,Sabonete,Higiene,Loja B,Curitiba,18.03,3,0.03,Bernardo Souza
2023-10-12,Papel Higiênico,Higiene,Loja C,Curitiba,27.43,1,0.24,Eduarda Vieira
2023-11-16,Macarrão,Alimentos,Loja D,São Paulo,22.48,5,0.17,Larissa Cunha
2023-10-26,Feijão,Alimentos,Loja A,São Paulo,39.93,18,0.26,Dr. Pedro Freitas
2023-07-30,Café,Bebidas,Loja D,Belo Horizonte,29.89,16,0.01,Isabelly Nunes
2023-05-22,Papel Higiênico,Higiene,Loja B,Belo Horizonte,4.82,11,0.21,Dr. Ian Nascimento
2023-01-26,Leite,Laticínios,Loja C,Curitiba,3.95,10,0.09,Lara da Cruz
2023-09-09,Feijão,Alimentos,Loja B,Rio de Janeiro,17.12,15,0.23,Srta. Manuela Moraes
2023-06-14,Café,Bebidas,Loja D,São Paulo,11.83,7,0.27,Maria Julia Almeida
2023-07-28,Leite,Laticínios,Loja C,São Paulo,27.22,6,0.02,Gustavo Henrique Carvalho
2023-12-30,Queijo,Laticínios,Loja D,Rio de Janeiro,39.68,17,0.26,Bruno Lopes
2023-01-15,Detergente,Limpeza,Loja B,Rio de Janeiro,42.34,8,0.01,Alice Araújo
2023-01-26,Refrigerante,Bebidas,Loja B,Curitiba,20.31,15,0.15,Raul da Costa
2023-11-22,Feijão,Alimentos,Loja A,Rio de Janeiro,20.51,20,0.13,João Vitor Moura
2023-08-31,Macarrão,Alimentos,Loja C,Curitiba,10.69,9,0.22,Yasmin Pereira
2023-12-19,Feijão,Alimentos,Loja C,São Paulo,21.17,6,0.26,Maria Jesus
2023-04-20,Sabonete,Higiene,Loja B,Rio de Janeiro,15.65,14,0.15,Luiz Otávio Correia
2023-12-16,Arroz,Alimentos,Loja D,Rio de Janeiro,33.43,20,0.24,Nicole Cardoso
2023-04-25,Café,Bebidas,Loja C,Curitiba,22.92,13,0.26,Lavínia da Cruz
2023-08-24,Café,Bebidas,Loja B,Belo Horizonte,17.2,17,0.25,Luiz Miguel Souza
2023-07-23,Macarrão,Alimentos,Loja A,São Paulo,27.04,12,0.17,Dra. Maria Vitória Ferreira
2023-11-01,Macarrão,Alimentos,Loja C,Curitiba,35.17,16,0.02,Raquel da Conceição
2023-05-22,Refrigerante,Bebidas,Loja C,Curitiba,33.84,10,0.06,Lucas da Mota
2023-09-22,Sabonete,Higiene,Loja A,Belo Horizonte,34.04,5,0.22,Maria Clara Rocha
2023-12-02,Leite,Laticínios,Loja C,Curitiba,45.62,13,0.12,Dra. Maria Alice Melo
2023-01-19,Macarrão,Alimentos,Loja B,Curitiba,37.15,8,0.21,Natália da Conceição
2023-11-23,Leite,Laticínios,Loja C,Curitiba,42.73,18,0.05,Lavínia Nogueira
2023-02-19,Leite,Laticínios,Loja B,Curitiba,37.08,18,0.23,Danilo Porto
2023-04-04,Refrigerante,Bebidas,Loja A,Rio de Janeiro,19.7,10,0.13,Lucas Freitas
2023-06-19,Refrigerante,Bebidas,Loja C,Curitiba,24.8,4,0.14,João Gabriel da Rocha
2023-11-21,Macarrão,Alimentos,Loja A,Belo Horizonte,44.8,17,0.04,Lara Barbosa
2023-12-15,Papel Higiênico,Higiene,Loja C,Belo Horizonte,5.54,5,0.04,Maria Fernanda Fogaça
2023-04-13,Refrigerante,Bebidas,Loja D,Belo Horizonte,9.73,6,0.23,Dra. Lorena Castro
2023-09-07,Refrigerante,Bebidas,Loja B,Curitiba,32.82,1,0.14,Emanuelly Barbosa
2023-04-18,Detergente,Limpeza,Loja B,Belo Horizonte,39.9,3,0.04,Eduardo Costa
2023-08-11,Papel Higiênico,Higiene,Loja D,Belo Horizonte,48.37,13,0.0,Camila Viana
2023-10-01,Sabonete,Higiene,Loja C,São Paulo,44.92,17,0.06,Cecília da Mota
2023-12-13,Arroz,Alimentos,Loja B,Rio de Janeiro,35.6,12,0.09,Sra. Sarah Moraes
2023-02-22,Papel Higiênico,Higiene,Loja C,Rio de Janeiro,6.07,2,0.09,Lucas Gabriel Barros
2023-05-29,Leite,Laticínios,Loja C,Belo Horizonte,44.73,5,0.1,Esther Teixeira
2023-09-08,Refrigerante,Bebidas,Loja B,Rio de Janeiro,47.56,13,0.01,Ana Vitória Gomes
2023-04-25,Detergente,Limpeza,Loja B,São Paulo,30.72,6,0.04,Dr. Pedro da Rocha
2023-12-31,Arroz,Alimentos,Loja D,Curitiba,39.25,20,0.01,Mariane da Mota
2023-01-25,Feijão,Alimentos,Loja A,São Paulo,35.42,14,0.13,Sr. Rafael Duarte
2023-03-05,Queijo,Laticínios,Loja C,Belo Horizonte,35.99,7,0.21,Thiago Oliveira
2023-11-19,Arroz,Alimentos,Loja C,Belo Horizonte,34.1,17,0.08,Emanuel Oliveira
2023-11-07,Detergente,Limpeza,Loja D,São Paulo,27.04,20,0.04,Isabelly Viana
2023-02-28,Feijão,Alimentos,Loja D,Rio de Janeiro,31.62,9,0.25,Lavínia Alves
2023-04-14,Refrigerante,Bebidas,Loja D,Curitiba,10.54,18,0.15,Sr. Guilherme Moreira
2023-04-17,Leite,Laticínios,Loja C,Rio de Janeiro,3.13,3,0.27,Sr. Diogo Castro
2023-10-21,Leite,Laticínios,Loja B,São Paulo,39.64,3,0.22,Pedro Almeida
2023-02-21,Café,Bebidas,Loja B,Belo Horizonte,49.47,10,0.08,Diego Nogueira
2023-01-26,Feijão,Alimentos,Loja B,São Paulo,43.06,12,0.24,Kevin Rezende
2023-06-10,Papel Higiênico,Higiene,Loja A,São Paulo,43.01,2,0.0,Lavínia Teixeira
2023-03-12,Detergente,Limpeza,Loja C,Curitiba,45.04,20,0.08,Joaquim Moraes
2023-02-17,Refrigerante,Bebidas,Loja C,Rio de Janeiro,8.35,13,0.29,Nina Pereira
